published_at,brand,content,Customer ID,Question,Tenure Type,Management area,Age Group,Ethnicity,Property Type,Disability (No Data for 2023)
01/10/2023,TSM Survey,Everything is provided and fast service,Anonymous,Why would you say you are satisfied with the service provided?,Supported,Sunderland,Unknown,,Room,
01/10/2023,TSM Survey,Things have been fixed quickly,Anonymous,Why would you say you are satisfied with the service provided?,Supported,Sunderland,Unknown,,Room,
01/10/2023,TSM Survey,I feel safe here,Anonymous,Why would you say you are satisfied with the service provided?,Supported,Sunderland,Unknown,,Room,
01/10/2023,TSM Survey,Nice accommodation - I like the play area outside and inside,Anonymous,Why would you say you are satisfied with the service provided?,Supported,Sunderland,Unknown,,Room,
01/10/2023,TSM Survey,"Anything needs doing, they do it and are straight on with it.",AIDA010460001,Why would you say you are satisfied with the service provided?,General Needs,Middlesbrough,56-65,White British,House,
01/10/2023,TSM Survey,Repairs are done quickly.,Anonymous,Why would you say you are satisfied with the service provided?,General Needs,Middlesbrough,Over 75,White British,House,
01/10/2023,TSM Survey,Cause they keep up with repairs and end communicate withme and work around me.,DALE050080002,Why would you say you are satisfied with the service provided?,General Needs,Hartlepool,46-55,White British,House,
01/10/2023,TSM Survey,Every time I have had a problem it has been dealt with straight away.,FARA010120001,Why would you say you are satisfied with the service provided?,General Needs,Stockton,56-65,White British,House,
01/10/2023,TSM Survey,I have just never had a problem with North Star.,FOSS010030002,Why would you say you are satisfied with the service provided?,General Needs,Darlington,36-45,White British,House,
01/10/2023,TSM Survey,"If I phone for anything they help and come out straight away.  They have a very efficient service, I am very satisfied.",DARL021550A01,Why would you say you are satisfied with the service provided?,General Needs,Stockton,Over 75,White British,Bungalow,
01/10/2023,TSM Survey,I have no problems at all. When ever I ring them they are always good and I live in a new build house.,BARR010050001,Why would you say you are satisfied with the service provided?,General Needs,Thornaby,46-55,White British,House,
01/10/2023,TSM Survey,"I have never had a place like this, North Star treat me so well, previously I have had bad treatment in my homes.",BREN010490004,Why would you say you are satisfied with the service provided?,General Needs,Hartlepool,36-45,White British,FLAT,
01/10/2023,TSM Survey,"Everything I have had done or asked for gets done, they come out for repairs or the boiler anything really.  They do a gas service on the boiler.",FAIR010340002,Why would you say you are satisfied with the service provided?,General Needs,Evenwood,66-75,White British,Bungalow,
01/10/2023,TSM Survey,Nothing has gone wrong and normally I don't have problems.,BEDE010040001,Why would you say you are satisfied with the service provided?,General Needs,Middlesbrough,Over 75,White British,Bungalow,
01/10/2023,TSM Survey,"Whenever I am in touch with my housing officer they get things sorted, the only issue I had was with returfing my back garden but it has all been rectified.",BARR010080001,Why would you say you are satisfied with the service provided?,General Needs,Thornaby,26-35,White British,House,
01/10/2023,TSM Survey,Everything that they say happens. The contractors are friendly and  helpful. I am very satisfied with them.,DARW010110003,Why would you say you are satisfied with the service provided?,General Needs,Stockton,26-35,White British,House,
01/10/2023,TSM Survey,"If I ask for something like a repair or report an emergency repair, they can take less than 24 hours, I find they come out very quickly.",ALBE010200003,Why would you say you are satisfied with the service provided?,General Needs,Middlesbrough,36-45,Black or Black British African,House,
01/10/2023,TSM Survey,"Anytime I have reported or had repairs they come out do this quickly.  sometimes I get an E mail sometimes I get a letter with an appointment, I always know when they are coming out.",CHUR060020001,Why would you say you are satisfied with the service provided?,General Needs,NORTON,66-75,White British,Bungalow,
01/10/2023,TSM Survey,Anything when I phone to North Star for they come straight away.  I get an appointment for any repairs and their work people always have ID and show this.  My Housing Officer she is brilliant.  My only grumble or complaint is there are not enough plug sockets in  my property.,DERB010150001,Why would you say you are satisfied with the service provided?,General Needs,Thornaby,46-55,White British,House,
01/10/2023,TSM Survey,If I ring up for anything it is sorted.,BART020050001,Why would you say you are satisfied with the service provided?,General Needs,Hartlepool,Over 75,White British,Bungalow,
01/10/2023,TSM Survey,All the issues get dealt with easily. Get throught to them v quockly. CS is generally great.,Anonymous,Why would you say you are satisfied with the service provided?,General Needs,Durham,26-35,White British,House,
01/10/2023,TSM Survey,They do everything right and the job very fast. Generally they are very good.  I happy with them and very very satisfied.,ALBE010310A04,Why would you say you are satisfied with the service provided?,General Needs,Middlesbrough,46-55,Black or Black British African,FLAT,
01/10/2023,TSM Survey,"I have never had a problem. If I want anything done, It is done.",CRES040050001,Why would you say you are satisfied with the service provided?,General Needs,Stainton Grove,66-75,White British,House,
01/10/2023,TSM Survey,I get repairs done and bushes cut. I have never had any bother with North star.,ESKD010500001,Why would you say you are satisfied with the service provided?,General Needs,Hartlepool,56-65,White British,Bungalow,
01/10/2023,TSM Survey,"They're very lovely, they pop across to see me once a month and have a chat with me to see if I have any problems or repairs needing. If I do have any problems, they sort it out quickly.",ASPE020050003,Why would you say you are satisfied with the service provided?,Supported,Stockton,66-75,White British,Bungalow,
01/10/2023,TSM Survey,When I call North Star they come out to my property very quickly whether it is at night or during the day. I have been living here since 2009.,DIXO010110003,Why would you say you are satisfied with the service provided?,General Needs,Stockton,36-45,Mixed White & Black African,House,
01/10/2023,TSM Survey,If I have any house problems they sort it out.,BORO012440A03,Why would you say you are satisfied with the service provided?,General Needs,Middlesbrough,46-55,White British,House,
01/10/2023,TSM Survey,"Because if anything happens or any problem, if I call and complain they very quickly try to resolve it.",FART010040003,Why would you say you are satisfied with the service provided?,Supported,Middlesbrough,26-35,,House,
